x001,x002,x003,x004,x005,x006,x007,x008,x009,x010,x011,x012,x013,x014,x015,x016,x017,x018,x019,x020,x021,x022,x023,x024,x025,x026,x027,x028,x029,x030,x031,x032,x033,x034,x035,x036,x037,x038,x039,x040,x041,x042,x043,x044,x045,x046,x047,x048,x049,x050,x051,x052,x053,x054,x055,x056,x057,x058,x059,x060,x061,x062,x063,x064,x065,x066,x067,x068,x069,x070,x071,x072,x073,x074,x075,x076,x077,x078,x079,x080,x081,x082,x083,x084,x085,x086,x087,x088,x089,x090,x091,x092,x093,x094,x095,x096,x097,x098,x099,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,class
1.000000,0.932759,0.570690,0.301724,0.308621,0.244828,0.231034,0.191379,0.168966,0.131034,0.106897,0.094828,0.100000,0.093103,0.098276,0.077586,0.087931,0.070690,0.081034,0.056897,0.063793,0.051724,0.046552,0.032759,0.032759,0.015517,0.022414,0.000000,0.010345,0.003448,0.012069,0.018966,0.031034,0.053448,0.098276,0.113793,0.137931,0.146552,0.170690,0.153448,0.175862,0.162069,0.167241,0.162069,0.163793,0.163793,0.162069,0.155172,0.167241,0.153448,0.167241,0.155172,0.165517,0.162069,0.168966,0.167241,0.174138,0.172414,0.175862,0.165517,0.174138,0.158621,0.174138,0.163793,0.168966,0.170690,0.168966,0.170690,0.186207,0.184483,0.194828,0.172414,0.201724,0.182759,0.196552,0.184483,0.172414,0.174138,0.168966,0.153448,0.158621,0.151724,0.162069,0.150000,0.165517,0.158621,0.163793,0.203448,0.332759,0.432759,0.579310,0.758621,0.951724,0.868966,0.475862,0.332759,0.322414,0.284483,0.258621,0.206897,0.182759,0.131034,0.118966,0.086207,0.091379,0.077586,0.077586,0.072414,0.072414,0.068966,0.072414,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.591743,0.752294,1.000000,0.458716,0.000000,0.119266,0.307339,0.307339,0.307339,0.311927,0.325688,0.339450,0.348624,0.325688,0.362385,0.348624,0.366972,0.344037,0.366972,0.348624,0.380734,0.339450,0.362385,0.366972,0.394495,0.380734,0.385321,0.399083,0.440367,0.422018,0.472477,0.490826,0.518349,0.545872,0.591743,0.555046,0.591743,0.591743,0.568807,0.500000,0.490826,0.431193,0.403670,0.371560,0.348624,0.330275,0.334862,0.316514,0.321101,0.307339,0.293578,0.293578,0.316514,0.284404,0.288991,0.275229,0.302752,0.279817,0.298165,0.270642,0.302752,0.284404,0.311927,0.302752,0.311927,0.302752,0.311927,0.293578,0.330275,0.293578,0.288991,0.284404,0.288991,0.270642,0.293578,0.270642,0.279817,0.266055,0.275229,0.261468,0.279817,0.270642,0.279817,0.279817,0.302752,0.293578,0.307339,0.293578,0.321101,0.293578,0.307339,0.266055,0.298165,0.279817,0.334862,0.316514,0.288991,0.229358,0.270642,0.238532,0.256881,0.233945,0.243119,0.243119,0.266055,0.229358,0.270642,0.266055,0.353211,0.440367,0.435780,0.449541,0.366972,0.449541,0.775229,0.536697,0.004587,0.059633,0.261468,0.270642,0.275229,0.270642,0.302752,0.284404,0.293578,0.270642,0.284404,0.284404,0.307339,0.307339,0.316514,0.311927,0.311927,0.311927,0.330275,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
1.000000,0.862620,0.460064,0.265176,0.210863,0.178914,0.150160,0.140575,0.102236,0.089457,0.067093,0.083067,0.089457,0.079872,0.079872,0.083067,0.063898,0.086262,0.083067,0.099042,0.099042,0.108626,0.099042,0.115016,0.108626,0.121406,0.121406,0.127796,0.130990,0.150160,0.146965,0.166134,0.172524,0.175719,0.162939,0.172524,0.159744,0.166134,0.156550,0.162939,0.140575,0.146965,0.140575,0.130990,0.118211,0.121406,0.130990,0.137380,0.140575,0.156550,0.143770,0.150160,0.162939,0.156550,0.156550,0.159744,0.146965,0.124601,0.140575,0.134185,0.134185,0.118211,0.105431,0.118211,0.124601,0.146965,0.134185,0.156550,0.146965,0.153355,0.150160,0.162939,0.153355,0.146965,0.130990,0.185304,0.408946,0.619808,0.773163,0.699681,0.415335,0.140575,0.073482,0.070288,0.047923,0.038339,0.044728,0.047923,0.041534,0.035144,0.025559,0.025559,0.012780,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
1.000000,0.914286,0.531092,0.410084,0.366387,0.302521,0.267227,0.220168,0.179832,0.144538,0.117647,0.114286,0.105882,0.100840,0.095798,0.082353,0.089076,0.078992,0.077311,0.060504,0.057143,0.048739,0.040336,0.025210,0.015126,0.010084,0.000000,0.001681,0.005042,0.015126,0.035294,0.052101,0.082353,0.104202,0.142857,0.168067,0.193277,0.194958,0.201681,0.198319,0.201681,0.198319,0.201681,0.198319,0.200000,0.193277,0.200000,0.196639,0.201681,0.194958,0.203361,0.196639,0.198319,0.205042,0.200000,0.205042,0.205042,0.205042,0.208403,0.200000,0.205042,0.201681,0.198319,0.211765,0.218487,0.223529,0.220168,0.221849,0.231933,0.223529,0.226891,0.220168,0.211765,0.210084,0.194958,0.188235,0.198319,0.183193,0.194958,0.189916,0.183193,0.191597,0.194958,0.186555,0.257143,0.371429,0.505882,0.710924,0.942857,0.993277,0.801681,0.460504,0.411765,0.381513,0.319328,0.272269,0.226891,0.178151,0.157983,0.122689,0.119328,0.109244,0.105882,0.102521,0.097479,0.100840,0.092437,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.988024,0.748503,0.583832,0.362275,0.227545,0.182635,0.110778,0.098802,0.077844,0.077844,0.095808,0.098802,0.095808,0.083832,0.077844,0.095808,0.080838,0.101796,0.059880,0.101796,0.092814,0.104790,0.101796,0.137725,0.149701,0.164671,0.182635,0.203593,0.206587,0.221557,0.236527,0.263473,0.278443,0.296407,0.278443,0.278443,0.251497,0.248503,0.224551,0.218563,0.212575,0.215569,0.209581,0.209581,0.203593,0.185629,0.179641,0.182635,0.161677,0.182635,0.158683,0.167665,0.149701,0.158683,0.158683,0.152695,0.164671,0.182635,0.203593,0.224551,0.248503,0.287425,0.296407,0.266467,0.242515,0.176647,0.110778,0.107784,0.104790,0.113772,0.107784,0.128743,0.119760,0.140719,0.119760,0.143713,0.362275,0.748503,1.000000,0.871257,0.640719,0.392216,0.257485,0.116766,0.026946,0.023952,0.002994,0.008982,0.000000,0.020958,0.014970,0.014970,0.032934,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
1.000000,0.891304,0.406650,0.000000,0.171356,0.237852,0.181586,0.167519,0.180307,0.177749,0.173913,0.179028,0.189258,0.193095,0.189258,0.194373,0.202046,0.210997,0.205882,0.212276,0.223785,0.237852,0.240409,0.250639,0.268542,0.274936,0.273657,0.282609,0.291560,0.289003,0.277494,0.273657,0.277494,0.264706,0.245524,0.231458,0.221228,0.212276,0.200767,0.198210,0.198210,0.202046,0.195652,0.191816,0.198210,0.196931,0.195652,0.191816,0.198210,0.195652,0.185422,0.184143,0.186701,0.186701,0.180307,0.170077,0.179028,0.179028,0.173913,0.172634,0.180307,0.179028,0.173913,0.172634,0.172634,0.177749,0.176471,0.180307,0.196931,0.204604,0.200767,0.205882,0.221228,0.230179,0.210997,0.196931,0.205882,0.200767,0.176471,0.157289,0.166240,0.167519,0.168798,0.164962,0.172634,0.205882,0.351662,0.613811,0.861893,0.856777,0.401535,0.007673,0.180307,0.225064,0.170077,0.167519,0.179028,0.180307,0.176471,0.186701,0.196931,0.196931,0.199488,0.199488,0.210997,0.219949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.455056,0.808989,0.938202,0.089888,0.101124,0.325843,0.387640,0.370787,0.421348,0.398876,0.426966,0.432584,0.449438,0.438202,0.471910,0.443820,0.477528,0.466292,0.488764,0.477528,0.522472,0.505618,0.561798,0.573034,0.584270,0.578652,0.646067,0.662921,0.707865,0.719101,0.752809,0.696629,0.696629,0.629214,0.606742,0.533708,0.505618,0.460674,0.449438,0.432584,0.415730,0.415730,0.426966,0.393258,0.415730,0.387640,0.421348,0.393258,0.421348,0.404494,0.415730,0.393258,0.410112,0.370787,0.410112,0.415730,0.426966,0.382022,0.415730,0.393258,0.393258,0.398876,0.404494,0.393258,0.398876,0.382022,0.410112,0.370787,0.393258,0.359551,0.393258,0.365169,0.382022,0.342697,0.359551,0.376404,0.376404,0.342697,0.370787,0.348315,0.353933,0.331461,0.376404,0.365169,0.387640,0.393258,0.415730,0.387640,0.415730,0.376404,0.382022,0.337079,0.370787,0.348315,0.398876,0.382022,0.387640,0.308989,0.325843,0.314607,0.337079,0.275281,0.331461,0.303371,0.308989,0.297753,0.308989,0.348315,0.415730,0.533708,0.539326,0.500000,0.404494,0.561798,1.000000,0.561798,0.000000,0.112360,0.320225,0.331461,0.331461,0.325843,0.353933,0.359551,0.393258,0.365169,0.398876,0.365169,0.410112,0.370787,0.376404,0.359551,0.410112,0.387640,0.455056,0.421348,0.455056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
1.000000,0.760101,0.222222,0.118687,0.053030,0.040404,0.012626,0.047980,0.030303,0.063131,0.143939,0.257576,0.345960,0.272727,0.318182,0.315657,0.356061,0.305556,0.358586,0.378788,0.406566,0.446970,0.429293,0.489899,0.464646,0.487374,0.482323,0.522727,0.510101,0.568182,0.570707,0.553030,0.525253,0.512626,0.487374,0.467172,0.373737,0.265152,0.292929,0.297980,0.255051,0.272727,0.247475,0.308081,0.340909,0.300505,0.227273,0.219697,0.295455,0.272727,0.242424,0.300505,0.303030,0.320707,0.219697,0.277778,0.234848,0.270202,0.229798,0.244949,0.300505,0.242424,0.277778,0.323232,0.323232,0.340909,0.411616,0.462121,0.373737,0.325758,0.290404,0.272727,0.234848,0.257576,0.199495,0.212121,0.262626,0.257576,0.164141,0.199495,0.194444,0.212121,0.308081,0.512626,0.858586,0.989899,0.446970,0.093434,0.106061,0.088384,0.000000,0.000000,0.017677,0.053030,0.065657,0.174242,0.257576,0.340909,0.244949,0.262626,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
1.000000,0.468927,0.271186,0.118644,0.087571,0.042373,0.028249,0.025424,0.033898,0.014124,0.028249,0.019774,0.031073,0.014124,0.022599,0.011299,0.025424,0.016949,0.025424,0.016949,0.022599,0.016949,0.036723,0.025424,0.036723,0.031073,0.056497,0.056497,0.081921,0.084746,0.110169,0.118644,0.141243,0.158192,0.177966,0.186441,0.209040,0.203390,0.214689,0.194915,0.183616,0.152542,0.135593,0.098870,0.093220,0.073446,0.079096,0.064972,0.070621,0.056497,0.062147,0.048023,0.053672,0.042373,0.053672,0.048023,0.053672,0.042373,0.053672,0.045198,0.059322,0.059322,0.073446,0.064972,0.070621,0.064972,0.079096,0.062147,0.064972,0.059322,0.070621,0.056497,0.073446,0.050847,0.067797,0.059322,0.059322,0.056497,0.064972,0.050847,0.067797,0.056497,0.064972,0.059322,0.059322,0.053672,0.062147,0.050847,0.064972,0.062147,0.064972,0.062147,0.087571,0.079096,0.087571,0.084746,0.112994,0.129944,0.132768,0.112994,0.118644,0.098870,0.107345,0.079096,0.056497,0.045198,0.050847,0.042373,0.050847,0.039548,0.048023,0.039548,0.025424,0.005650,0.290960,0.796610,0.980226,0.443503,0.268362,0.129944,0.087571,0.033898,0.025424,0.022599,0.014124,0.008475,0.019774,0.011299,0.016949,0.011299,0.025424,0.000000,0.008475,0.005650,0.014124,0.002825,0.019774,0.008475,0.014124,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.897826,0.656522,0.030435,0.000000,0.113043,0.095652,0.097826,0.084783,0.086957,0.082609,0.082609,0.084783,0.080435,0.082609,0.086957,0.082609,0.093478,0.091304,0.100000,0.104348,0.113043,0.130435,0.145652,0.160870,0.182609,0.200000,0.223913,0.241304,0.256522,0.273913,0.286957,0.297826,0.300000,0.291304,0.284783,0.258696,0.232609,0.213043,0.184783,0.171739,0.156522,0.145652,0.143478,0.143478,0.141304,0.136957,0.143478,0.143478,0.147826,0.156522,0.158696,0.158696,0.163043,0.163043,0.169565,0.165217,0.160870,0.158696,0.156522,0.154348,0.147826,0.145652,0.141304,0.139130,0.132609,0.128261,0.126087,0.119565,0.121739,0.115217,0.119565,0.117391,0.121739,0.119565,0.117391,0.128261,0.136957,0.152174,0.156522,0.165217,0.171739,0.167391,0.158696,0.145652,0.152174,0.154348,0.134783,0.121739,0.117391,0.104348,0.106522,0.108696,0.108696,0.106522,0.106522,0.100000,0.047826,0.076087,0.252174,0.706522,1.000000,0.686957,0.047826,0.010870,0.108696,0.113043,0.113043,0.104348,0.097826,0.095652,0.097826,0.100000,0.093478,0.093478,0.091304,0.097826,0.095652,0.100000,0.106522,0.110870,0.123913,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
