x001,x002,x003,x004,x005,x006,x007,x008,x009,x010,x011,x012,x013,x014,x015,x016,x017,x018,x019,x020,x021,x022,x023,x024,x025,x026,x027,x028,x029,x030,x031,x032,x033,x034,x035,x036,x037,x038,x039,x040,x041,x042,x043,x044,x045,x046,x047,x048,x049,x050,x051,x052,x053,x054,x055,x056,x057,x058,x059,x060,x061,x062,x063,x064,x065,x066,x067,x068,x069,x070,x071,x072,x073,x074,x075,x076,x077,x078,x079,x080,x081,x082,x083,x084,x085,x086,x087,x088,x089,x090,x091,x092,x093,x094,x095,x096,x097,x098,x099,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,class
0.992780,0.808664,0.386282,0.144404,0.086643,0.054152,0.068592,0.046931,0.057762,0.032491,0.050542,0.028881,0.036101,0.032491,0.046931,0.032491,0.050542,0.010830,0.018051,0.000000,0.032491,0.028881,0.057762,0.061372,0.083032,0.079422,0.111913,0.129964,0.155235,0.162455,0.184116,0.158845,0.169675,0.144404,0.140794,0.111913,0.140794,0.119134,0.148014,0.137184,0.169675,0.133574,0.162455,0.166065,0.184116,0.169675,0.191336,0.169675,0.191336,0.158845,0.169675,0.151625,0.155235,0.137184,0.148014,0.137184,0.166065,0.148014,0.173285,0.155235,0.176895,0.155235,0.176895,0.169675,0.184116,0.166065,0.184116,0.158845,0.173285,0.151625,0.169675,0.151625,0.176895,0.166065,0.176895,0.234657,0.494585,0.732852,1.000000,0.960289,0.732852,0.263538,0.173285,0.111913,0.104693,0.064982,0.064982,0.028881,0.032491,0.010830,0.039711,0.028881,0.050542,0.032491,0.057762,0.046931,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.957333,0.738667,0.280000,0.040000,0.045333,0.056000,0.021333,0.013333,0.000000,0.000000,0.026667,0.021333,0.000000,0.008000,0.018667,0.026667,0.013333,0.016000,0.024000,0.029333,0.026667,0.029333,0.040000,0.042667,0.037333,0.034667,0.056000,0.045333,0.040000,0.048000,0.072000,0.066667,0.058667,0.077333,0.106667,0.114667,0.106667,0.096000,0.117333,0.106667,0.085333,0.088000,0.090667,0.093333,0.098667,0.101333,0.101333,0.098667,0.098667,0.098667,0.112000,0.104000,0.104000,0.106667,0.122667,0.117333,0.104000,0.106667,0.112000,0.125333,0.125333,0.144000,0.168000,0.189333,0.200000,0.200000,0.205333,0.173333,0.138667,0.114667,0.109333,0.088000,0.072000,0.072000,0.085333,0.069333,0.050667,0.144000,0.440000,0.845333,1.000000,0.573333,0.144000,0.056000,0.088000,0.061333,0.037333,0.024000,0.021333,0.018667,0.034667,0.034667,0.018667,0.026667,0.048000,0.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
1.000000,0.890063,0.346723,0.050740,0.181818,0.202960,0.141649,0.120507,0.137421,0.128964,0.126850,0.124736,0.139535,0.128964,0.112051,0.124736,0.120507,0.101480,0.107822,0.112051,0.116279,0.109937,0.114165,0.120507,0.135307,0.150106,0.156448,0.162791,0.167019,0.179704,0.183932,0.217759,0.251586,0.247357,0.264271,0.295983,0.295983,0.298097,0.295983,0.260042,0.245243,0.215645,0.183932,0.160677,0.160677,0.137421,0.128964,0.120507,0.116279,0.122622,0.124736,0.131078,0.131078,0.124736,0.114165,0.126850,0.137421,0.126850,0.112051,0.120507,0.128964,0.103594,0.101480,0.103594,0.114165,0.101480,0.093023,0.090909,0.076110,0.057082,0.067653,0.076110,0.107822,0.122622,0.131078,0.141649,0.139535,0.080338,0.023256,0.035941,0.052854,0.046512,0.031712,0.046512,0.067653,0.040169,0.000000,0.112051,0.501057,0.866808,0.820296,0.287526,0.025370,0.139535,0.135307,0.054968,0.059197,0.069767,0.059197,0.042283,0.073996,0.069767,0.054968,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.937500,0.728261,0.317935,0.105978,0.081522,0.062500,0.019022,0.000000,0.008152,0.013587,0.002717,0.008152,0.019022,0.029891,0.016304,0.021739,0.032609,0.032609,0.035326,0.043478,0.051630,0.062500,0.059783,0.062500,0.078804,0.081522,0.084239,0.089674,0.100543,0.095109,0.097826,0.089674,0.111413,0.111413,0.111413,0.116848,0.141304,0.127717,0.108696,0.095109,0.108696,0.119565,0.100543,0.095109,0.108696,0.122283,0.108696,0.097826,0.111413,0.130435,0.119565,0.114130,0.125000,0.130435,0.119565,0.125000,0.125000,0.135870,0.130435,0.141304,0.152174,0.184783,0.182065,0.198370,0.220109,0.211957,0.195652,0.163043,0.146739,0.127717,0.111413,0.097826,0.105978,0.105978,0.095109,0.076087,0.141304,0.388587,0.779891,1.000000,0.703804,0.228261,0.073370,0.108696,0.119565,0.078804,0.059783,0.065217,0.076087,0.078804,0.081522,0.076087,0.089674,0.097826,0.089674,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
1.000000,0.814458,0.156627,0.093976,0.255422,0.308434,0.322892,0.325301,0.320482,0.337349,0.337349,0.337349,0.346988,0.354217,0.361446,0.371084,0.387952,0.390361,0.414458,0.414458,0.433735,0.453012,0.462651,0.474699,0.489157,0.489157,0.491566,0.493976,0.481928,0.477108,0.457831,0.438554,0.412048,0.402410,0.375904,0.375904,0.361446,0.373494,0.373494,0.366265,0.354217,0.368675,0.366265,0.359036,0.366265,0.373494,0.373494,0.368675,0.368675,0.368675,0.378313,0.385542,0.385542,0.404819,0.392771,0.414458,0.407229,0.407229,0.385542,0.385542,0.375904,0.368675,0.378313,0.375904,0.334940,0.346988,0.332530,0.346988,0.356627,0.351807,0.330120,0.303614,0.315663,0.510843,0.862651,0.975904,0.465060,0.000000,0.139759,0.265060,0.291566,0.296386,0.310843,0.310843,0.308434,0.320482,0.337349,0.344578,0.344578,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
1.000000,0.810526,0.431579,0.278947,0.247368,0.242105,0.215789,0.263158,0.242105,0.257895,0.242105,0.289474,0.278947,0.273684,0.305263,0.331579,0.289474,0.321053,0.321053,0.321053,0.321053,0.347368,0.347368,0.378947,0.347368,0.384211,0.368421,0.421053,0.405263,0.431579,0.431579,0.452632,0.421053,0.452632,0.431579,0.436842,0.415789,0.426316,0.400000,0.378947,0.336842,0.342105,0.278947,0.273684,0.226316,0.247368,0.189474,0.210526,0.194737,0.178947,0.136842,0.163158,0.152632,0.147368,0.100000,0.105263,0.110526,0.105263,0.078947,0.094737,0.057895,0.057895,0.031579,0.047368,0.026316,0.042105,0.031579,0.057895,0.031579,0.084211,0.057895,0.068421,0.068421,0.094737,0.063158,0.089474,0.094737,0.121053,0.110526,0.168421,0.121053,0.131579,0.110526,0.126316,0.084211,0.078947,0.063158,0.073684,0.015789,0.026316,0.015789,0.042105,0.021053,0.068421,0.068421,0.100000,0.084211,0.105263,0.110526,0.136842,0.115789,0.094737,0.105263,0.115789,0.094737,0.100000,0.068421,0.015789,0.000000,0.152632,0.247368,0.331579,0.452632,0.884211,0.873684,0.594737,0.242105,0.157895,0.131579,0.121053,0.105263,0.152632,0.136842,0.157895,0.147368,0.189474,0.168421,0.178947,0.184211,0.221053,0.215789,0.247368,0.215789,0.273684,0.273684,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
1.000000,0.604027,0.255034,0.318792,0.328859,0.315436,0.342282,0.335570,0.338926,0.342282,0.345638,0.332215,0.328859,0.342282,0.355705,0.345638,0.352349,0.332215,0.342282,0.348993,0.379195,0.352349,0.359060,0.369128,0.369128,0.369128,0.372483,0.362416,0.362416,0.369128,0.345638,0.348993,0.328859,0.318792,0.335570,0.288591,0.285235,0.281879,0.288591,0.271812,0.278524,0.261745,0.285235,0.265101,0.251678,0.251678,0.255034,0.255034,0.258389,0.231544,0.241611,0.231544,0.238255,0.218121,0.218121,0.221477,0.228188,0.221477,0.231544,0.238255,0.224832,0.218121,0.221477,0.218121,0.211409,0.187919,0.201342,0.197987,0.197987,0.208054,0.191275,0.204698,0.204698,0.204698,0.218121,0.201342,0.248322,0.228188,0.238255,0.308725,0.345638,0.345638,0.325503,0.275168,0.255034,0.167785,0.117450,0.093960,0.097315,0.104027,0.104027,0.107383,0.114094,0.104027,0.036913,0.137584,0.526846,0.597315,0.033557,0.000000,0.107383,0.067114,0.073826,0.070470,0.093960,0.073826,0.077181,0.080537,0.063758,0.067114,0.060403,0.063758,0.046980,0.063758,0.080537,0.073826,0.067114,0.067114,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
1.000000,0.869852,0.261944,0.000000,0.205931,0.301483,0.293245,0.288303,0.289951,0.283361,0.286656,0.288303,0.288303,0.280066,0.281713,0.293245,0.285008,0.286656,0.286656,0.294893,0.296540,0.281713,0.294893,0.294893,0.299835,0.293245,0.299835,0.308072,0.309720,0.308072,0.308072,0.314662,0.322900,0.321252,0.324547,0.332784,0.337727,0.341021,0.341021,0.349259,0.347611,0.347611,0.349259,0.354201,0.349259,0.332784,0.314662,0.309720,0.293245,0.275124,0.261944,0.255354,0.245470,0.245470,0.240527,0.248764,0.243822,0.242175,0.247117,0.253707,0.261944,0.255354,0.258649,0.268534,0.266886,0.263591,0.263591,0.273476,0.271829,0.257002,0.261944,0.263591,0.260297,0.252059,0.257002,0.260297,0.258649,0.252059,0.253707,0.260297,0.258649,0.266886,0.275124,0.289951,0.301483,0.303130,0.296540,0.304778,0.304778,0.289951,0.266886,0.263591,0.257002,0.247117,0.245470,0.250412,0.247117,0.238880,0.240527,0.247117,0.247117,0.247117,0.252059,0.261944,0.270181,0.278418,0.385502,0.677100,0.978583,0.838550,0.260297,0.018122,0.217463,0.313015,0.286656,0.271829,0.278418,0.280066,0.283361,0.288303,0.286656,0.283361,0.280066,0.286656,0.288303,0.280066,0.283361,0.293245,0.293245,0.289951,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.917460,0.488889,0.063492,0.114286,0.146032,0.107937,0.082540,0.082540,0.092063,0.079365,0.069841,0.079365,0.085714,0.079365,0.079365,0.095238,0.098413,0.085714,0.085714,0.098413,0.111111,0.098413,0.101587,0.101587,0.101587,0.104762,0.095238,0.088889,0.104762,0.095238,0.098413,0.136508,0.165079,0.168254,0.171429,0.171429,0.139683,0.120635,0.123810,0.126984,0.104762,0.088889,0.085714,0.073016,0.073016,0.066667,0.060317,0.066667,0.076190,0.057143,0.053968,0.057143,0.057143,0.047619,0.044444,0.066667,0.050794,0.028571,0.053968,0.079365,0.085714,0.076190,0.085714,0.126984,0.111111,0.057143,0.060317,0.079365,0.053968,0.022222,0.003175,0.028571,0.034921,0.034921,0.057143,0.076190,0.165079,0.304762,0.498413,0.780952,1.000000,0.688889,0.336508,0.225397,0.117460,0.041270,0.031746,0.034921,0.019048,0.006349,0.000000,0.009524,0.015873,0.009524,0.009524,0.006349,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.996644,0.701342,0.161074,0.023490,0.050336,0.104027,0.107383,0.107383,0.107383,0.100671,0.100671,0.090604,0.107383,0.104027,0.097315,0.110738,0.104027,0.093960,0.090604,0.087248,0.093960,0.093960,0.093960,0.093960,0.090604,0.093960,0.090604,0.077181,0.080537,0.067114,0.073826,0.077181,0.067114,0.057047,0.063758,0.073826,0.057047,0.077181,0.090604,0.100671,0.130872,0.144295,0.157718,0.151007,0.157718,0.171141,0.177852,0.164430,0.157718,0.154362,0.147651,0.144295,0.147651,0.144295,0.144295,0.144295,0.140940,0.130872,0.120805,0.117450,0.127517,0.124161,0.114094,0.117450,0.114094,0.114094,0.114094,0.110738,0.127517,0.124161,0.127517,0.124161,0.127517,0.134228,0.127517,0.147651,0.164430,0.177852,0.194631,0.204698,0.197987,0.187919,0.197987,0.191275,0.201342,0.167785,0.137584,0.124161,0.120805,0.124161,0.120805,0.117450,0.124161,0.120805,0.117450,0.117450,0.093960,0.043624,0.000000,0.201342,0.597315,1.000000,0.714765,0.077181,0.087248,0.110738,0.117450,0.110738,0.107383,0.107383,0.100671,0.104027,0.104027,0.110738,0.117450,0.110738,0.104027,0.104027,0.100671,0.100671,0.107383,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
